  642                        14 19 51.4   -61 16 22    5.23         star A0
  643                        01 41 48.0   -60 47 22    5.71         star K2III
  644                        11 37 00.6   -61 17 00    5.15         star K0III
  645                        11 31 15.0   -61 16 42    6.38         star A3I
  646                        12 11 04.9   -61 16 38    6.08         star F2IV
  647                        00 58 22.3   -60 41 46    6.23         star A0
  648                        11 46 30.8   -61 10 42    4.11  W      star G5I
  649                        16 38 52.6   -60 59 24    6.18         star B7V
  650                        11 26 35.3   -61 06 54    5.30  W      star B3IV
  651                        11 36 22.3   -61 03 07    5.83         star B2IV
  652 Del Cir                15 16 56.6   -60 57 26    5.09  W      star O8V
  653                        09 00 45.7   -60 57 50    5.79         star G8II
  654                        22 44 16.4   -60 29 58    6.30         star F3V
  655 Phi1Pav                20 35 34.7   -60 34 53    4.76         star F1III
  656                        10 34 12.9   -60 59 15    6.23         star K2III
  657                        13 22 37.9   -60 59 17    4.53  W      star B3V
  658 Phi2Pav                20 40 02.5   -60 32 56    5.12         star F8V
  659                        15 16 36.3   -60 54 13    5.73  W      star B0V
  660                        13 22 35.7   -60 58 19    6.18  W      star B2V
  661 Iot Cru                12 45 37.8   -60 58 51    4.69  W      star K0III
  662                        12 04 57.1   -60 58 09    5.96         star M2III
  663                        07 58 50.5   -60 49 28    5.81         star B2IV
  664 Del Ara                17 31 05.8   -60 41 01    3.62  W      star B8V
  665                        17 24 18.6   -60 40 24    5.77         star B8I
  666 Alp2Cen                14 39 36.1   -60 50 08    1.33  W      star K1V
  667 Alp1Cen                14 39 35.8   -60 50 06   -0.01  W      star G2V
  668                        15 54 52.5   -60 44 36    6.15  W      star B9II
  669                        12 08 24.5   -60 50 49    6.22         star K3II
  670 Lam Hor                02 24 53.9   -60 18 43    5.35         star F2III
  671                        00 42 41.8   -60 15 45    5.98         star K5III
  672 Alp Tuc                22 18 30.0   -60 15 35    2.86  A      star K3III
  673                        15 23 10.3   -60 39 24    5.67         star F7V
  674                        08 55 02.8   -60 38 40    3.84  W      star B8II
  675                        07 59 37.6   -60 35 13    5.17         star M1II
  676                        07 56 18.6   -60 31 34    5.74         star K3III
  677                        16 40 50.4   -60 26 45    6.18  W      star F2III
  678                        10 46 16.8   -60 36 12    6.25  W      star A0IV
  679                        15 56 05.9   -60 28 58    5.76         star A3V
  680                        23 22 56.8   -60 03 20    6.09         star M3III
  681                        15 18 48.8   -60 29 46    5.46  W      star O7III
  682                        10 43 32.1   -60 34 00    4.57         star K4III
  683 Ome Pav                18 58 36.3   -60 12 01    5.14         star K2III
  684                        06 24 13.7   -60 16 51    5.80         star A0V
  685                        10 55 17.2   -60 31 00    5.92         star K0III
  686                        06 50 01.1   -60 14 57    6.11         star F7III
  687                        10 01 59.9   -60 25 15    5.94         star A9IV
  688                        07 57 46.9   -60 18 11    5.60  W      star G0V
  689                        08 53 48.7   -60 21 15    5.78         star B5III
  690                        07 49 12.9   -60 17 01    5.78  W      star F1V
  691                        17 51 35.4   -60 09 52    5.78  W      star K0III
  692                        22 51 44.8   -59 52 53    6.46         star K1III
  693                        08 39 13.2   -60 19 02    6.36  W      star A0V
  694 Bet Cen                14 03 49.3   -60 22 22    0.61  W      star B1III
  695                        15 43 55.0   -60 17 13    6.48         star G0I
  696                        12 50 12.0   -60 24 03    6.75         star A3II
  697 Eps Cru                12 21 21.5   -60 24 03    3.59         star K3III
  698 Kap Cru                12 53 49.1   -60 22 37    5.90         star B5I
  699                        06 02 09.2   -60 05 48    6.45         star M4III
  700                        09 23 27.4   -60 18 08    6.30         star K1II
  701                        07 59 40.2   -60 12 26    6.33         star B5III
  702                        12 51 17.8   -60 19 47    5.72         star A2I
  703                        12 53 21.8   -60 19 42    5.76         star B9I
  704                        11 12 36.0   -60 19 03    4.60  W      star A6I
  705                        15 55 32.2   -60 10 39    5.77  W      star G5II
  706                        10 02 59.8   -60 10 43    6.19         star A6II
  707 Mu  Hor                03 03 36.8   -59 44 15    5.11         star F0IV
  708                        07 49 54.8   -60 03 03    6.72         star K0II
  709                        14 55 34.5   -60 06 50    5.20         star K2III
  710 Kap2Ind                22 05 50.8   -59 38 10    5.62         star K4III
  711 Kap Dor                04 44 21.1   -59 43 58    5.27         star A8III
  712                        17 35 34.8   -59 50 45    6.28         star B5II
  713                        14 35 17.1   -60 00 56    6.40         star K2III
  714                        15 39 56.4   -59 54 29    5.95         star F6V
  715                        00 40 26.4   -59 27 16    5.89         star G1V
  716                        14 16 34.1   -59 54 49    6.39  W      star M5II
  717                        10 13 01.3   -59 55 05    6.10         star B4V
  718                        13 12 17.4   -59 55 15    4.60  W      star B8V
  719                        10 48 05.4   -59 55 08    6.00         star A0I
  720                        10 16 03.1   -59 54 11    6.22  W      star A5V
  721                        17 19 12.3   -59 41 39    5.91  W      star K2III
  722                        13 07 24.1   -59 51 38    5.99  W      star F8IV
  723                        08 40 37.0   -59 45 40    4.33  W      star B1III
  724                        13 12 55.9   -59 48 59    6.16  W      star G0V
  725                        20 01 44.6   -59 22 33    5.13         star M6III
  726                        13 20 34.8   -59 46 24    6.18  W      star F3II
  727                        14 06 25.0   -59 42 55    6.42         star B0I
  728                        10 57 48.4   -59 43 54    6.11         star G3I
  729 Eps Ret                04 16 28.9   -59 18 07    4.44  W      star K2IV
  730 Eta Car                10 45 03.5   -59 41 03    6.21  W     Star unclass
  731 Bet Cru                12 47 43.1   -59 41 18    1.25  W      star B0III
  732                        10 41 17.5   -59 40 37    6.42        Wolf Rayet s
  733                        12 41 56.6   -59 41 09    4.93         star B6IV
  734 Eps Car                08 22 30.8   -59 30 34    1.86         star K3III
  735                        11 13 30.8   -59 37 09    5.74         star B1V
  736                        19 50 44.7   -59 11 34    5.42  W      star A0IV
  737                        10 36 20.3   -59 33 52    5.08         star K1III
  738                        06 52 45.4   -59 20 27    6.41         star A3
  739 Kap1Ind                21 58 30.0   -59 00 43    6.12         star F3V
  740 Omi2Cen                11 31 48.8   -59 30 56    5.15         star A2I
  741                        09 12 55.5   -59 24 51    5.54         star G6II
  742                        06 16 18.5   -59 12 49    6.43  W      star G0V
  743                        09 51 12.1   -59 25 32    5.79         star K2IV
  744 Omi1Cen                11 31 46.0   -59 26 31    5.13  W      star G3I
  745                        12 31 40.3   -59 25 25    5.48         star F7I
  746 Gam Cir                15 23 22.6   -59 19 14    4.51  W      star B5IV
  747                        07 03 15.6   -59 10 40    5.50  W      star B9IV
  748 Iot Car                09 17 05.4   -59 16 30    2.25         star A8I
  749                        10 49 24.1   -59 19 25    5.91  W      star B9IV
  750                        18 09 57.5   -59 02 23    6.38  W      star K4III
  751                        14 08 56.2   -59 16 35    6.34         star B5IV
  752                        04 40 18.2   -58 56 37    6.53  W      star G5V
  753                        08 56 58.4   -59 13 45    4.92  W      star B2IV
  754                        19 57 06.1   -58 54 04    5.26         star B9IV
  755                        08 17 55.8   -59 10 00    6.42  W      star F5V
  756                        09 34 26.7   -59 13 45    4.08         star B5II
  757                        07 56 50.7   -59 07 34    6.25         star M0III
  758                        14 28 43.4   -59 11 51    6.45         star A0II
  759 Eta Ara                16 49 47.0   -59 02 28    3.76  W      star K5III
  760 Lam Dor                05 26 19.3   -58 54 44    5.14         star G6III
  761                        10 42 40.6   -59 12 56    5.38         star B2I
  762                        10 38 45.1   -59 10 58    4.66  W      star K4III
  763                        05 35 02.4   -58 52 15    6.75         star K4III
  764                        08 59 24.1   -59 05 01    5.16  W      star F3V
  765                        17 01 47.3   -58 57 29    6.11         star B2IV
  766 Lam Cru                12 54 39.1   -59 08 47    4.62         star B4V
  767                        07 01 05.1   -58 56 23    6.02         star A8III
  768                        13 14 14.7   -59 06 11    4.92  W      star F7IV
  769                        09 10 58.0   -58 58 00    3.44         star B2IV
  770                        23 27 15.0   -58 28 33    5.63         star G8III
  771                        18 33 29.4   -58 42 32    6.44         star G5IV
  772 Mu  Pic                06 31 58.4   -58 45 15    5.70  W      star B9V
  773                        12 27 28.6   -58 59 30    5.50         star M4III
  774                        11 08 35.4   -58 58 29    3.91         star G4I
  775 Bet Ind                20 54 48.5   -58 27 14    3.65  W      star K1II
  776                        12 43 28.1   -58 54 10    6.40  W      star K0III
  777                        04 54 53.0   -58 32 50    6.12         star F3V
  778 Bet Cir                15 17 30.7   -58 48 03    4.07         star A3V
  779                        10 53 29.6   -58 51 11    3.78  W      star K1III
  780                        10 11 35.1   -58 49 41    6.40         star M3III
  781                        09 45 55.4   -58 47 39    6.22         star F5IV
  782                        10 38 59.4   -58 49 00    5.92  W      star M1III
  783                        08 45 05.3   -58 43 30    6.21  W      star B7III
  784                        13 42 01.0   -58 47 14    5.38         star B9III
  785                        01 36 44.8   -58 16 15    6.18         star M3III
  786                        06 23 46.9   -58 32 37    6.48         star A3V
  787                        07 42 10.2   -58 37 51    6.43         star B2V
  788 Gam Tuc                23 17 25.7   -58 14 08    3.99         star F1III
  789                        16 28 15.1   -58 35 58    5.69         star B9II
  790                        10 27 52.7   -58 44 21    3.82         star F2II
  791                        10 37 26.7   -58 43 59    5.45         star A0I
  792 Del Cru                12 15 08.6   -58 44 56    2.80         star B2IV
  793                        13 14 12.0   -58 41 01    5.89         star K0III
  794                        16 46 21.1   -58 30 12    5.74         star B2IV
  795                        10 32 47.5   -58 40 00    6.00         star A2I
  796                        11 06 29.2   -58 40 30    6.02  W      star K2II
  797                        14 41 55.6   -58 36 58    6.22         star F4V
  798                        01 35 15.1   -58 08 22    6.01         star F2V
  799                        10 24 59.4   -58 34 34    5.95         star F2III
  800                        14 44 55.4   -58 28 39    6.11         star K0III
  801                        16 47 19.4   -58 20 28    5.58         star B0I
  802                        14 22 36.9   -58 27 33    4.92  W      star G8III
  803                        11 10 54.6   -58 27 18    6.88         star B7III
  804                        09 15 17.4   -58 23 18    6.02         star B7IV
  805                        13 38 07.5   -58 24 54    6.42  W      star K1III
  806                        12 54 21.9   -58 25 49    6.58         star F7I
  807                        22 35 52.8   -57 53 01    6.23         star A5V
  808                        09 30 23.3   -58 21 41    5.88  W      star M2III
  809 Pi  Ind                21 56 13.9   -57 53 57    6.19         star A0
  810                        07 42 53.2   -58 13 48    6.21         star K0III
  811                        19 38 25.8   -57 58 59    6.18         star K0III
  812                        19 56 57.6   -57 55 31    6.53         star K4II
  813                        22 24 56.3   -57 47 49    5.32  W      star G3IV
  814                        08 35 15.4   -58 13 29    5.26         star B3V
  815                        08 54 53.9   -58 14 23    6.38         star B5V
  816                        06 27 03.9   -58 00 08    5.82         star K3III
  817                        17 22 54.9   -58 00 36    5.88  W      star G8I
  818                        01 10 07.3   -57 41 40    6.41         star G6II
  819                        10 33 25.2   -58 11 24    6.14         star B7I
  820                        08 35 19.6   -58 00 32    4.86         star K0III
  821                        16 54 00.4   -57 54 33    5.94         star M1III
  822                        10 11 46.4   -58 03 37    5.72         star B2IV
  823                        08 21 11.9   -57 58 22    5.97         star B1III
  824 Iot2Nor                16 09 18.5   -57 56 03    5.57         star B9V
  825                        16 15 49.6   -57 54 43    5.63         star A3III
  826                        16 18 51.8   -57 53 58    6.49         star F8I
  827                        22 20 36.1   -57 30 36    6.34         star K3III
  828                        09 40 42.4   -57 59 01    5.32  W      star A3IV
  829 Eta Phe                00 43 21.1   -57 27 47    4.36  W      star A0IV
  830                        10 23 50.8   -57 57 14    6.35         star K4III
  831                        22 40 48.8   -57 25 19    5.97         star K4III
  832                        20 11 07.1   -57 31 25    6.37  W      star B7V
  833                        09 04 47.9   -57 51 08    6.44  W      star A8III
  834                        16 29 44.9   -57 45 20    6.06         star G8I
  835                        17 04 24.6   -57 42 43    5.73         star B5IV
  836 Iot1Nor                16 03 31.8   -57 46 30    4.63  W      star A7IV
  837                        18 29 56.6   -57 31 22    5.76  W      star K0III
  838 Zet Dor                05 05 30.6   -57 28 22    4.72         star F7V
  839                        17 44 55.7   -57 32 42    6.01  W      star G8III
  840                        03 12 33.1   -57 19 17    5.74        Star unclass
  841 Alp Eri                01 37 42.8   -57 14 11    0.46         star B3V
  842                        08 51 36.5   -57 38 00    5.59         star B8III
  843                        11 47 19.0   -57 41 47    5.41         star K5III
  844                        12 22 49.2   -57 40 33    5.39         star B9V
  845                        10 27 24.3   -57 38 19    4.66         star A9I
  846                        13 38 49.0   -57 37 22    6.01  W      star G5I
  847                        09 15 34.9   -57 34 40    6.32         star G8II
  848                        08 40 43.5   -57 32 42    6.34  W      star A3V
  849                        09 16 12.1   -57 32 29    4.34         star M1III
  850                        10 35 35.3   -57 33 27    4.45         star K3II
  851 Ome Phe                01 02 01.7   -57 00 08    6.11         star G8III
  852                        03 58 42.8   -57 06 08    6.05         star F2IV
  853                        12 01 28.9   -57 30 12    6.16         star A0V
  854                        10 47 38.6   -57 28 03    6.36         star M1II
  855                        04 24 12.1   -57 04 17    6.29  W      star G4V
  856                        07 54 53.2   -57 18 10    5.63         star K3III
  857                        05 52 20.2   -57 09 21    5.94         star F7IV
  858                        11 54 11.4   -57 24 35    6.06         star A0III
  859                        23 25 19.3   -56 50 56    5.59         star K0III
  860                        10 01 57.9   -57 20 58    6.20         star K1II
  861                        09 41 02.1   -57 15 35    5.80         star K0III
  862 Eps Ind                22 03 21.5   -56 47 09    4.69         star K4V
  863                        10 38 02.4   -57 15 22    5.91         star B3IV
  864                        10 52 30.8   -57 14 26    5.25         star B9I
  865                        09 45 40.4   -57 11 07    6.46         star B8III
  866                        18 45 23.6   -56 52 53    6.22         star K3III
  867 Mu 1Cru                12 54 35.5   -57 10 39    4.03  W      star B2IV
  868 Alp Pav                20 25 38.8   -56 44 05    1.94  W      star B2IV
  869 Mu 2Cru                12 54 36.7   -57 10 06    5.17  W      star B5V
  870                        17 31 22.9   -56 55 13    5.95         star B7II
  871                        14 14 56.9   -57 05 08    5.07  W      star B4V
  872 Gam Cru                12 31 09.8   -57 06 48    1.63  W      star M3III
  873                        17 14 13.1   -56 53 17    6.09         star M1II
  874                        06 29 28.4   -56 51 10    5.22         star K0III
  875                        09 31 13.2   -57 02 03    3.13         star K5III
  876 Gam Cru                12 31 16.6   -57 04 51    6.42  W      star A3V
  877 Xi  Phe                00 41 46.3   -56 30 05    5.70  W      star A0
  878                        11 52 10.0   -56 59 16    5.57  W      star A2V
  879                        10 00 34.4   -56 56 47    6.52  W      star K0III
  880                        07 04 18.2   -56 44 59    5.17         star A0
  881                        14 32 32.8   -56 53 15    6.93         star F5I
  882                        07 45 35.5   -56 43 21    6.12  W      star F0II
  883                        08 46 42.4   -56 46 11    4.49         star B3V
  884                        12 55 56.9   -56 50 09    5.32  W      star O9I
  885                        13 42 56.0   -56 46 04    6.00         star B0III
  886                        11 23 08.0   -56 46 45    5.79         star A4
  887                        10 46 57.4   -56 45 25    5.23         star B8III
  888 Nu  Tel                19 48 01.1   -56 21 44    5.35         star A7III
  889                        17 23 06.8   -56 31 30    5.80         star G8III
  890                        14 49 06.8   -56 40 04    6.23         star K1III
  891                        08 53 03.8   -56 38 57    6.03         star A0V
  892                        01 39 47.3   -56 11 53    5.87  W      star K0V
  893                        01 39 47.7   -56 11 40    5.76  W      star K5V
  894                        07 48 19.1   -56 28 15    6.33  W      star K0III
  895 Nu  Pic                06 22 55.7   -56 22 12    5.61         star A0
  896 Gam Ara                17 25 23.5   -56 22 38    3.34  W      star B1I
  897                        06 58 36.1   -56 23 41    6.45         star F2II
  898                        07 49 06.6   -56 24 37    5.59  W      star G5II
  899                        12 29 53.8   -56 31 28    5.80         star M1III
  900                        14 40 32.7   -56 26 27    6.30         star K0II
  901                        12 46 22.6   -56 29 19    4.65  W      star B3V
  902 Kap Pic                05 22 22.0   -56 08 03    6.11         star B8V
  903 Gam Pic                05 49 49.7   -56 10 00    4.51         star K1III
  904                        09 48 39.9   -56 24 42    6.06         star K0III
  905                        02 19 54.2   -55 56 40    5.81  W      star K5III
  906                        14 20 19.4   -56 23 11    4.33         star B6I
  907                        12 28 33.3   -56 24 27    6.15  W      star K0III
  908                        22 00 24.0   -55 52 58    6.01         star B9IV
  909                        12 21 57.4   -56 22 28    5.92         star K4III
  910                        16 07 23.9   -56 11 29    6.16         star F2II
  911                        18 17 07.4   -56 01 23    5.33         star B3III
  912                        11 58 15.1   -56 19 01    5.44         star B8III
  913                        14 03 26.1   -56 12 49    5.92         star K2III
  914                        21 40 33.5   -55 44 14    6.33         star K0II
  915                        08 09 33.5   -56 05 07    5.66         star A3
  916 Zet Ara                16 58 37.1   -55 59 24    3.13         star K3III
  917                        12 43 09.0   -56 10 33    6.00         star B7V
  918                        10 18 37.5   -56 06 35    5.81         star F6V
  919                        19 08 52.0   -55 43 13    6.49         star K1III
  920                        10 20 54.7   -56 02 34    4.50  W      star B3III
  921                        07 36 01.6   -55 53 14    6.39         star K1III
  922                        12 42 49.5   -55 56 49    6.08         star B9V
  923                        06 58 39.5   -55 43 45    6.27         star K2III
  924                        09 06 33.9   -55 48 11    6.11         star B2IV
  925                        08 42 20.8   -55 46 26    6.29         star K2III
  926                        19 29 52.5   -55 26 28    6.13         star K0III
  927                        13 20 48.2   -55 48 01    6.02         star B0I
  928 Zet Phe                01 08 23.0   -55 14 44    3.92  W      star B6V
  929 Bet Ara                17 25 17.9   -55 31 47    2.85         star K3I
  930                        06 47 18.6   -55 32 23    5.61         star K5III
  931 Zet Nor                16 13 22.5   -55 32 26    5.81         star F2III
  932                        14 45 10.8   -55 36 06    6.10  W      star B2III
  933                        17 48 38.0   -55 24 05    6.11         star A9IV
  934                        09 14 17.9   -55 34 10    5.27         star G8II
  935                        10 39 18.3   -55 36 11    4.28  W      star G2I
  936                        08 01 31.4   -55 27 17    6.28         star B4V
  937                        09 21 49.9   -55 30 54    5.63         star A3IV
  938 Del Ind                21 57 55.0   -54 59 33    4.40  W      star F0IV
  939 Mu  Tel                19 30 34.4   -55 06 35    6.30         star F5V
  940                        20 20 32.2   -55 03 02    6.27         star M0III
  941                        20 07 35.0   -55 00 58    6.26         star F8V
  942                        15 11 15.9   -55 20 46    5.54  W      star G2I
  943 Alp Dor                04 33 59.7   -55 02 42    3.27  W      star A0III
  944                        09 52 59.9   -55 22 23    6.48         star B1IV
  945                        17 28 38.6   -55 10 10    5.94  W      star G8II
  946                        19 52 38.9   -54 58 35    6.50  W      star A2V
  947                        19 52 37.5   -54 58 15    5.74  W      star G8III
  948                        00 35 33.3   -54 49 18    6.06         star K0IV
  949                        08 29 36.2   -55 11 27    6.36  W      star G0V
  950                        16 20 25.1   -55 08 24    5.77         star K0III
  951                        09 41 47.7   -55 12 50    6.00         star B4V
  952                        09 19 32.5   -55 11 11    6.28         star B5V
  953 Del Pic                06 10 17.8   -54 58 07    4.81         star B3III
  954                        05 33 44.3   -54 54 08    6.43  W      star F8V
  955 Mu  Ind                21 05 14.1   -54 43 38    5.16         star K2III
  956                        15 51 06.7   -55 03 21    5.73  W      star B2II
  957 Gam Ind                21 26 15.3   -54 39 38    6.12         star F1III
  958                        12 18 59.6   -55 08 35    5.00  W      star M1III
  959                        08 27 27.3   -55 00 42    6.53  W      star A0V
  960 Kap Vel                09 22 06.8   -55 00 38    2.50         star B2IV
  961                        14 33 32.3   -54 59 54    5.87         star F6IV
  962                        10 19 36.7   -55 01 45    4.57         star K3II
  963                        08 55 11.9   -54 57 56    5.71         star F6V
  964 Zet Hor                02 40 39.5   -54 33 00    5.21         star F4IV
  965                        10 15 16.5   -54 58 26    6.16         star B2IV
  966                        12 53 03.8   -54 57 08    5.93         star K2III
  967                        00 37 18.0   -54 23 38    6.41         star K0II
  968                        06 46 41.4   -54 41 40    6.46  W      star G6III
  969                        10 26 48.9   -54 52 38    5.58         star K3II
  970                        19 40 18.2   -54 25 03    6.26         star K0III
  971 Del Vel                08 44 42.1   -54 42 30    1.96  W      star A1V
  972                        17 00 06.1   -54 35 48    5.65  W      star A5IV
  973 Eta Tel                19 22 51.0   -54 25 25    5.05         star A0V
  974 Kap Nor                16 13 28.6   -54 37 49    4.94  W      star G8III
  975                        05 05 00.5   -54 24 27    6.27         star M2III
  976 Pi  Ara                17 38 05.5   -54 30 00    5.25         star A5IV
  977                        13 56 32.9   -54 42 16    6.00  W      star G6IV
  978                        16 01 06.3   -54 34 39    6.13         star A5V
  979                        14 05 46.4   -54 40 09    6.17         star A5III
  980                        03 44 33.7   -54 16 26    6.30  W      star K1III
  981                        19 27 48.0   -54 19 31    5.69  W      star K4III
  982                        14 13 39.8   -54 37 32    6.11         star B5V
  983                        05 47 12.9   -54 21 39    6.18         star K3III
  984                        08 01 22.8   -54 30 54    6.10  W      star B2IV
  985 Phi Vel                09 56 51.7   -54 34 03    3.54  W      star B5I
  986                        13 41 44.6   -54 33 35    5.01  W      star B8V
  987                        07 30 30.8   -54 23 58    5.96         star M1III
  988                        09 17 42.2   -54 29 42    6.33         star K3III
  989                        00 09 02.3   -54 00 07    6.33  W      star G4IV
  990                        07 52 29.6   -54 22 01    5.70         star B1IV
  991 Kap Gru                23 04 39.5   -53 57 54    5.37         star K5III
  992                        08 31 29.5   -54 23 39    6.34         star K3III
  993 Pi  Cen                11 21 00.3   -54 29 27    3.89  W      star B5V
  994                        23 23 54.2   -53 48 29    6.15  W      star A4III
  995                        06 52 46.8   -54 05 24    6.57         star G5I
  996                        08 00 49.8   -54 09 05    5.87         star B5V
  997                        01 42 29.2   -53 44 26    5.52         star F9V
  998                        00 44 59.9   -53 42 53    6.15         star F7III
  999                        11 34 45.6   -54 15 50    4.62         star B9V
 1000                        21 29 00.2   -53 42 21    6.39         star K2III
 1001                        13 56 19.7   -54 07 55    6.14  W      star A1V
 1002                        15 59 53.9   -54 01 15    6.10         star B5IV
 1003                        22 18 15.5   -53 37 40    5.37  W      star G3V
 1004                        01 46 06.2   -53 31 18    5.04         star A1V
 1005 Eta Gru                22 45 37.8   -53 30 01    4.85  W      star K2III
 1006                        01 38 48.1   -53 26 19    6.84  W      star F5IV
 1007                        11 40 42.5   -53 58 06    5.96         star M1III
 1008                        16 16 43.0   -53 48 39    5.44         star M2III
 1009                        09 43 42.1   -53 53 29    5.56         star A0IV
 1010 The Ind                21 19 51.9   -53 26 59    4.39  W      star A5V
 1011                        17 50 28.1   -53 36 43    5.92  W      star B2V
 1012                        06 49 51.2   -53 37 20    4.40         star G6II
 1013                        12 52 24.5   -53 49 46    6.24  W      star G8I
 1014 Iot Pic                04 50 55.1   -53 27 41    5.61  W      star F0IV
 1015                        16 13 16.7   -53 40 17    5.83         star M0I
 1016 Iot Pic                04 50 56.2   -53 27 34    6.42  W      star F4V
 1017                        19 18 09.3   -53 23 12    6.38         star F7V
 1018                        21 15 45.8   -53 15 47    5.75  W      star A6IV
 1019                        10 31 21.7   -53 42 55    4.89  W      star F6V
 1020                        09 37 12.2   -53 40 06    5.45  W      star A2V
 1021                        14 13 16.3   -53 39 57    5.56         star K5III
 1022                        05 57 14.3   -53 25 33    6.45  W      star K5III
 1023                        09 03 05.1   -53 32 58    6.40         star B6V
 1024                        17 35 19.9   -53 21 09    6.10         star B9III
 1025                        19 32 53.7   -53 11 08    5.75         star F0
 1026                        14 15 21.1   -53 30 34    6.39         star K3III
 1027                        08 39 23.7   -53 26 23    5.48         star B5V
 1028 Eps Cen                13 39 53.1   -53 27 59    2.30  W      star B1III
 1029                        14 09 54.7   -53 26 20    4.75  W      star G9III
 1030                        13 07 38.2   -53 27 34    5.71         star B8V
 1031 Eps2Ara                17 03 08.7   -53 14 12    5.29  W      star F6V
 1032                        09 26 18.0   -53 22 44    5.11         star B6V
 1033                        07 39 00.3   -53 16 23    6.06  W      star B9IV
 1034                        13 53 43.0   -53 22 24    5.89         star B5III
 1035                        10 01 40.4   -53 21 51    6.20         star B2V
 1036                        17 51 10.9   -53 07 50    6.09         star B9III
 1037 Eps1Ara                16 59 35.0   -53 09 37    4.06         star K4III
 1038                        16 44 39.7   -53 09 08    5.96  W      star G8III
 1039                        15 50 06.8   -53 12 33    5.77  W      star B9V
 1040                        08 32 04.7   -53 12 43    5.69  W      star K0III
 1041 Xi  Tel                20 07 23.1   -52 52 50    4.94         star M1II
 1042 Pi  Phe                23 58 55.7   -52 44 44    5.13         star K0III
 1043 Zet Gru                23 00 52.7   -52 45 15    4.12         star G8III
 1044                        19 48 55.0   -52 53 16    6.25         star K1III
 1045 Lam Tel                18 58 27.6   -52 56 18    4.87         star A0V
 1046 Omi Gru                23 26 36.5   -52 43 18    5.52         star F4V
 1047                        04 18 39.9   -52 51 35    6.09  W      star F7IV
 1048                        08 05 03.9   -53 06 28    5.53         star K3III
 1049                        16 17 20.8   -53 05 11    6.33  W      star A8IV
 1050                        21 33 17.6   -52 44 14    6.41         star K4III
 1051                        11 13 39.2   -53 13 53    5.76         star K2III
 1052                        22 39 08.3   -52 41 31    6.65  W      star F1III
 1053                        14 23 48.3   -53 10 36    6.00         star K1III
 1054                        06 34 58.5   -52 58 32    4.39         star A0II
 1055                        08 42 25.4   -53 06 49    4.86  W      star B3IV
 1056                        18 34 31.1   -52 53 30    6.22         star K2III
 1057                        08 27 36.4   -53 05 18    5.09         star A9III
 1058                        08 42 18.8   -53 05 59    5.52  W      star B8
 1059                        08 38 44.8   -53 05 25    6.47  W      star B8V
 1060                        11 26 47.2   -53 09 35    5.81  W      star K0III
 1061                        08 39 57.5   -53 03 17    5.19  W      star B4IV
 1062 Chi Car                07 56 46.6   -52 58 56    3.47         star B3IV
 1063                        08 40 17.3   -53 00 54    5.61         star B7V
 1064                        03 54 33.9   -52 41 25    6.46  W      star A4V
 1065                        02 44 10.6   -52 34 14    6.15         star A2V
 1066                        05 50 28.5   -52 46 03    6.35  W      star K0III
 1067                        06 24 48.1   -52 48 23    6.51         star K5III
 1068 Eta Hor                02 37 24.3   -52 32 35    5.31         star A6V
 1069                        08 40 17.5   -52 55 19    3.62         star B3IV
 1070                        09 36 46.2   -52 56 39    6.19         star K0III
 1071                        06 17 51.6   -52 43 59    6.41         star K2III
 1072 Alp Car                06 23 57.0   -52 41 45   -0.72         star F0II
 1073                        08 48 00.1   -52 51 01    6.30         star B8V
 1074                        00 34 27.7   -52 22 22    5.57         star F3IV
 1075                        05 54 50.1   -52 38 06    5.29         star F0V
 1076                        08 26 25.1   -52 48 27    6.05         star A0V
 1077                        14 56 17.2   -52 48 35    5.38         star A2III
 1078                        20 14 18.9   -52 26 43    5.65         star K4III
 1079                        21 39 59.6   -52 21 32    6.21         star F7III
 1080                        13 52 04.7   -52 48 42    5.25  W      star B9V
 1081                        07 29 59.5   -52 39 04    5.87         star K0III
 1082                        08 56 19.3   -52 43 25    4.69  W      star B5V
 1083                        12 50 57.8   -52 47 15    5.73         star A5V
 1084                        13 20 37.7   -52 44 53    5.48         star B6V
 1085                        14 33 29.8   -52 40 47    5.87  W      star K0III
 1086                        07 55 00.4   -52 34 58    6.38         star B8III
 1087                        07 35 39.6   -52 32 01    4.94         star K3III
 1088 Rho Tel                19 06 19.8   -52 20 27    5.16         star F7V
 1089                        07 15 20.9   -52 29 58    5.97         star K1III
 1090                        09 57 10.8   -52 38 20    6.12         star B3IV
 1091 The Pic                05 24 46.1   -52 18 59    6.27  W      star A0V
 1092                        06 45 53.6   -52 24 35    5.80         star K3III
 1093                        13 10 58.3   -52 34 00    6.06         star A0
 1094                        06 33 26.0   -52 19 44    6.19         star G8III
 1095                        15 48 50.2   -52 26 16    6.07  W      star K2III
 1096                        17 27 57.5   -52 17 49    5.75  W      star K2III
 1097                        05 15 38.8   -52 10 55    6.49         star K2III
 1098                        07 20 21.3   -52 18 41    6.05  W      star F0IV
 1099                        07 20 21.6   -52 18 35    6.60  W      star G0V
 1100                        15 38 49.4   -52 22 22    5.44  W      star A0V
 1101                        16 56 28.6   -52 17 01    5.94         star B9V
 1102                        14 47 01.2   -52 23 00    5.21  W      star G8III
 1103 Kap Tel                18 52 39.5   -52 06 26    5.17         star G8III
 1104                        23 24 13.0   -51 53 28    5.75         star M0III
