 3580 21Nu  Lib              15 06 37.5   -16 15 25    5.20         star K5III
 3581 46Ups Sgr              19 21 43.5   -15 57 18    4.61  D      star B2V
 3582                        11 33 14.5   -16 16 50    6.05         star F9III
 3583                        08 58 43.8   -16 07 58    5.86         star F6V
 3584 53    Vir              13 12 03.4   -16 11 55    5.04  W      star F5III
 3585 49    Cet              01 34 37.7   -15 40 33    5.63         star A3V
 3586 Nu  Hya                10 49 37.4   -16 11 37    3.11         star K2III
 3587 83    Vir              13 44 29.7   -16 10 45    5.60         star G0I
 3588                        01 24 39.7   -15 39 36    6.14         star G5
 3589 8Eta Crv               12 32 04.1   -16 11 46    4.31         star F2III
 3590                        20 28 43.5   -15 44 30    6.41         star K0III
 3591                        07 47 45.1   -16 00 52    6.43  W      star M2II
 3592                        07 47 38.4   -15 59 27    6.34         star K1I
 3593                        18 20 08.7   -15 49 54    5.39         star K4III
 3594 9Alp2Lib               14 50 52.6   -16 02 30    2.75  W      star A3IV
 3595                        17 56 18.9   -15 48 45    5.89         star A1V
 3596 8Alp1Lib               14 50 41.1   -15 59 50    5.15  W      star F4IV
 3597 9    Hya               08 41 43.2   -15 56 36    4.88         star G9III
 3598 6    Cet               00 11 15.8   -15 28 05    4.89         star F7V
 3599                        19 05 41.1   -15 39 36    5.97  W      star B9V
 3600                        23 42 27.8   -15 26 51    5.28         star K4III
 3601 69    Vir              13 27 27.1   -15 58 25    4.76         star K0III
 3602                        18 54 43.0   -15 36 10    5.10         star B5II
 3603 35Eta Oph              17 10 22.6   -15 43 29    2.43         star A2V
 3604 50    Cet              01 35 58.9   -15 24 00    5.42         star K2III
 3605 20    Pup              08 13 19.9   -15 47 18    4.99         star G5II
 3606                        19 19 00.0   -15 32 11    6.06  W      star K3III
 3607 61    Sgr              19 57 56.9   -15 29 28    5.02         star A3IV
 3608                        09 19 33.1   -15 50 04    5.78         star K4III
 3609                        19 43 33.4   -15 28 11    5.49  W      star F5IV
 3610                        11 50 19.4   -15 51 50    6.13         star K0
 3611                        16 49 27.7   -15 40 02    6.10         star A5V
 3612                        02 26 00.2   -15 20 28    5.83         star A6V
 3613                        23 43 49.4   -15 17 03    6.36         star M7III
 3614 23Gam CMa              07 03 45.4   -15 38 00    4.12         star B8II
 3615                        02 02 58.5   -15 18 20    5.86         star G3IV
 3616                        17 37 36.1   -15 34 15    5.94         star F0IV
 3617                        11 00 57.1   -15 47 34    6.34         star K0
 3618                        23 34 49.3   -15 14 45    5.96         star K0
 3619 85    Vir              13 45 35.0   -15 46 03    6.19  W      star A2V
 3620 44Eta Lib              15 44 04.3   -15 40 22    5.41         star F0IV
 3621                        07 16 14.4   -15 35 09    5.46         star A2V
 3622 76Sig Cet              02 32 05.1   -15 14 40    4.75         star F4IV
 3623                        09 20 55.4   -15 37 04    6.33        Star unclass
 3624                        03 40 11.3   -15 13 35    6.33         star G5
 3625 29    Cap              21 15 44.8   -15 10 17    5.28         star M3III
 3626 55Xi  Ser              17 37 35.1   -15 23 55    3.54  W      star F0IV
 3627 29Omi Lib              15 21 01.3   -15 32 54    6.30  W      star F0III
 3628                        10 08 35.4   -15 36 42    6.27         star A0V
 3629                        09 30 22.5   -15 34 38    5.85        Star unclass
 3630                        19 01 33.4   -15 16 56    6.32        Star unclass
 3631 97    Aqr              23 22 39.1   -15 02 20    5.20         star A3V
 3632 5    Lib               14 45 57.7   -15 27 35    6.33         star K1III
 3633                        00 36 02.9   -14 58 24    6.45         star G9III
 3634                        20 31 04.2   -15 03 23    6.12  W     Star unclass
 3635                        10 53 32.8   -15 26 44    6.38         star K3IV
 3636                        19 26 11.0   -15 03 11    5.72         star B8V
 3637                        07 40 23.1   -15 15 49    4.94         star K3II
 3638                        00 29 51.8   -14 51 50    6.14         star F2III
 3639 14Tau Cap              20 39 16.3   -14 57 17    5.22         star B6III
 3640 75    Vir              13 32 51.6   -15 21 47    5.55  W      star K1III
 3641                        06 48 57.7   -15 08 41    5.39         star B6V
 3642                        12 55 53.2   -15 19 37    6.17         star A0V
 3643                        06 23 45.9   -15 04 18    6.24         star K2
 3644                        06 18 48.7   -15 01 29    6.06         star M0III
 3645                        10 47 37.9   -15 15 43    6.67         star A0III
 3646 45    Cap              21 44 00.9   -14 44 57    5.99         star F0V
 3647                        00 02 07.2   -14 40 33    7.10        Star unclass
 3648                        20 20 46.5   -14 47 06    6.10         star A0III
 3649 9Bet Cap               20 21 00.6   -14 46 53    3.08  W      star F8V
 3650 18The Lep              06 06 09.2   -14 56 07    4.67         star A1V
 3651                        18 32 43.2   -14 51 56    5.50         star K3I
 3652                        07 29 21.8   -14 59 57    6.05         star F7V
 3653                        18 33 38.9   -14 51 13    5.76         star A2V
 3654                        15 43 24.8   -15 02 36    6.31         star K0IV
 3655                        04 59 36.4   -14 48 21    7.71        Star unclass
 3656                        08 32 33.2   -15 01 46    6.38  W      star F0V
 3657 46    Cet              01 25 37.1   -14 35 55    4.90         star K2III
 3658 56    Aqr              22 30 17.3   -14 35 08    6.37         star B8V
 3659 14Zet Lep              05 46 57.2   -14 49 19    3.55         star A3V
 3660 105Ome2Aqr             23 42 43.2   -14 32 42    4.49         star B9V
 3661                        16 48 26.9   -14 54 34    6.03         star A0V
 3662                        09 15 24.8   -15 01 29    6.35         star A0V
 3663                        16 58 41.5   -14 52 11    6.59         star F3IV
 3664                        23 09 49.5   -14 30 37    6.42         star A0V
 3665                        08 25 55.5   -14 55 47    5.98         star A5
 3666                        02 41 33.9   -14 32 57    5.98         star F5III
 3667                        16 19 00.3   -14 52 21    5.94         star K4III
 3668                        06 45 59.2   -14 47 46    5.32         star A2V
 3669                        19 53 06.3   -14 36 10    6.48  S      star A0V
 3670                        14 04 26.9   -14 58 18    6.28         star G6III
 3671                        16 15 51.4   -14 50 57    6.09         star A0V
 3672 10    Pup              07 52 18.8   -14 50 47    5.69         star F1I
 3673                        17 47 36.7   -14 43 33    5.94         star B9
 3674                        15 56 33.3   -14 49 45    6.13  D      star A2III
 3675                        18 32 20.7   -14 38 38    6.37  S      star A4V
 3676                        23 50 33.2   -14 24 06    5.72         star K4III
 3677                        21 11 41.2   -14 28 19    6.48         star F0
 3678                        20 58 41.8   -14 28 57    6.01         star F0IV
 3679                        05 13 59.8   -14 36 24    6.21         star F2III
 3680                        19 26 24.5   -14 33 03    6.70         star A1V
 3681 44    Cap              21 43 04.3   -14 23 59    5.88  D      star F0IV
 3682 38Gam Lib              15 35 31.5   -14 47 22    3.91         star G8III
 3683                        18 29 46.7   -14 34 54    5.96         star B9
 3684                        18 41 42.4   -14 33 51    6.42         star F2I
 3685 39Ups1Hya              09 51 28.6   -14 50 48    4.12         star G7III
 3686 Gam Sct                18 29 11.8   -14 33 57    4.70         star A3V
 3687                        06 09 34.2   -14 35 03    5.56         star K2III
 3688 2    Pup               07 45 29.0   -14 41 27    6.07         star A2V
 3689 2    Pup               07 45 28.6   -14 41 10    6.89         star A8V
 3690                        23 52 29.9   -14 15 03    5.87         star K3III
 3691                        17 15 20.2   -14 35 02    5.99         star K1III
 3692 12Del Crt              11 19 20.4   -14 46 43    3.56         star G8III
 3693 102Ome1Aqr             23 39 47.0   -14 13 17    5.00         star F0IV
 3694                        05 49 36.4   -14 29 01    5.49        Star unclass
 3695                        06 02 33.7   -14 29 50    6.20         star G5
 3696                        04 39 19.6   -14 21 33    5.45         star K1IV
 3697                        16 29 46.8   -14 33 03    5.68         star G2III
 3698 39    Aqr              22 12 25.7   -14 11 37    6.03         star F2V
 3699 4    Pup               07 45 56.8   -14 33 50    5.04         star F0V
 3700                        05 03 51.9   -14 22 10    6.41         star B2IV
 3701                        19 37 34.3   -14 18 06    5.47         star F5V
 3702                        07 33 47.8   -14 31 26    4.97         star M2I
 3703 53    Eri              04 38 10.7   -14 18 14    3.87  W      star K2III
 3704                        07 36 03.8   -14 29 34    5.70         star B2V
 3705 11    CMa              06 46 51.0   -14 25 33    5.29         star B9III
 3706                        09 17 07.4   -14 34 25    5.84        Star unclass
 3707                        07 37 38.8   -14 26 28    6.53  W      star B9III
 3708 69Tau1Aqr              22 47 42.7   -14 03 22    5.66         star A0V
 3709                        04 57 44.7   -14 13 53    6.15         star B1V
 3710 42    Cap              21 41 32.8   -14 02 51    5.18         star G1V
 3711                        07 20 58.1   -14 21 36    5.45        Star unclass
 3712                        15 56 14.3   -14 23 58    6.37         star F7V
 3713                        07 33 22.0   -14 20 18    6.21         star B1V
 3714                        11 39 51.0   -14 28 07    6.21         star A1V
 3715 16Eta Lep              05 56 24.2   -14 10 04    3.71         star F1III
 3716 48    Lib              15 58 11.3   -14 16 46    4.88         star B5III
 3717 33Iot Aqr              22 06 26.1   -13 52 10    4.27         star B9IV
 3718 38Kap Hya              09 40 18.3   -14 19 56    5.06         star B5V
 3719                        06 39 16.6   -14 08 45    4.82         star K2II
 3720 89Pi  Cet              02 44 07.3   -13 51 31    4.25         star B7V
 3721                        18 38 04.5   -14 00 17    6.47         star B9IV
 3722                        19 25 21.5   -13 53 49    5.69         star K3III
 3723                        15 51 38.3   -14 08 01    6.19         star G8III
 3724 18Mu  CMa              06 56 06.5   -14 02 37    5.00         star G5III
 3725 8    Lep               05 23 30.1   -13 55 38    5.25         star B2IV
 3726                        18 09 43.3   -13 56 04    6.39         star K0
 3727 7Mu  Lib               14 49 19.0   -14 08 56    5.31         star A1
 3728                        16 07 03.3   -14 04 15    6.32         star G4IV
 3729                        20 34 11.6   -13 43 16    6.13         star F6V
 3730 71Tau2Aqr              22 49 35.4   -13 35 33    4.01  W      star M0III
 3731                        04 49 42.1   -13 46 10    6.26         star F5V
 3732                        00 49 25.5   -13 33 41    5.59         star K5III
 3733                        19 48 02.9   -13 42 12    6.11         star A6
 3734                        11 00 11.5   -14 05 00    5.88         star K5III
 3735                        05 21 50.9   -13 45 22    6.56         star B8V
 3736 51Mu  Cap              21 53 17.7   -13 33 05    5.08         star F1III
 3737 50    Aqr              22 24 27.0   -13 31 45    5.76         star G6III
 3738 63    Sgr              20 01 58.5   -13 38 13    5.71         star A3V
 3739 9    Pup               07 51 46.2   -13 53 53    5.17         star G0V
 3740                        04 31 25.8   -13 38 42    6.21         star A3V
 3741 94    Aqr              23 19 06.6   -13 27 32    5.08         star G5IV
 3742                        10 42 31.2   -13 58 30    6.24         star K2
 3743                        06 15 44.8   -13 43 06    5.01         star B9V
 3744                        04 30 09.6   -13 35 32    6.24         star G5
 3745                        07 25 08.2   -13 45 07    5.78  W      star F0V
 3746 34Gam Eri              03 58 01.7   -13 30 31    2.95         star M0III
 3747 18    Pup              08 10 39.7   -13 47 57    5.54  W      star F6V
 3748                        12 32 35.9   -13 51 33    5.74         star F2V
 3749                        05 17 40.1   -13 31 11    5.50        Star unclass
 3750 45    Aqr              22 19 00.7   -13 18 17    5.95        Star unclass
 3751                        10 54 17.7   -13 45 29    5.66         star G4III
 3752                        21 17 13.4   -13 16 44    6.40         star A2V
 3753                        17 43 48.5   -13 30 31    6.39         star F0V
 3754 12    Hya              08 46 22.4   -13 32 52    4.32  W      star G8III
 3755                        22 59 35.6   -13 04 14    6.07         star K5III
 3756                        23 37 39.5   -13 03 36    5.65         star G9III
 3757                        10 30 59.7   -13 35 18    5.58         star B9V
 3758 47    Cet              01 26 51.5   -13 03 24    5.66         star F0III
 3759                        09 32 55.7   -13 31 01    5.94         star K5III
 3760                        12 20 55.6   -13 33 56    5.14  W      star K1III
 3761                        06 36 46.6   -13 19 15    5.97         star K5
 3762 6Lam Lep               05 19 34.4   -13 10 36    4.29         star B0IV
 3763                        07 49 28.5   -13 21 12    6.23         star B8III
 3764                        05 06 36.6   -13 07 19    6.05         star A0V
 3765                        22 30 01.4   -12 54 54    6.40         star F3IV
 3766                        11 03 36.4   -13 26 04    6.34         star G5
 3767                        04 29 06.8   -13 02 54    5.60         star B1V
 3768 18    Cet              00 45 28.6   -12 52 51    6.15  W      star G0V
 3769 100Lam Vir             14 19 06.5   -13 22 16    4.52  D      star A2
 3770                        10 37 33.1   -13 23 04    4.82        Star unclass
 3771                        12 30 04.7   -13 23 35    6.35         star G0V
 3772                        06 30 34.6   -13 08 53    6.16         star B1V
 3773 18    Aqr              21 24 11.4   -12 52 40    5.49  W      star F1V
 3774 42    Aqr              22 16 48.0   -12 49 52    5.34        Star unclass
 3775                        08 52 30.6   -13 14 01    6.13         star K0
 3776 4Kap Lep               05 13 13.8   -12 56 29    4.36         star B9V
 3777                        02 52 32.0   -12 46 09    6.04         star K2V
 3778                        13 34 40.4   -13 12 52    5.91         star A2
 3779                        21 49 41.0   -12 43 23    6.31         star A3
 3780                        06 37 40.8   -12 59 06    6.12         star K0
 3781                        06 24 20.4   -12 57 45    6.12         star B5V
 3782                        04 04 22.6   -12 47 32    5.61        Star unclass
 3783 24Iot Crt              11 38 40.0   -13 12 07    5.48  W      star F7V
 3784 8Nu  Cap               20 20 39.7   -12 45 32    4.76         star B9V
 3785                        18 59 23.7   -12 50 26    5.53  W      star B5IV
 3786                        06 00 17.6   -12 53 59    6.22         star F0
 3787 22    Pup              08 22 46.7   -13 03 17    6.11        Star unclass
 3788                        00 10 42.7   -12 34 47    5.85         star K0IV
 3789 56Omi Ser              17 41 24.8   -12 52 31    4.26         star A2V
 3790                        03 29 35.9   -12 40 28    5.59         star A5IV
 3791 40Ups2Hya              10 05 07.4   -13 03 53    4.60         star B9III
 3793 65    Sgr              20 05 26.3   -12 39 54    6.55         star A1V
 3794 53Nu  Ser              17 20 49.6   -12 50 49    4.33         star A2V
 3795 19    Pup              08 11 16.2   -12 55 37    4.72         star G9III
 3796 2Xi 2Cap               20 12 25.8   -12 37 03    5.85  W      star F7V
 3797                        12 41 16.1   -13 00 54    5.98         star F5V
 3798                        12 41 15.9   -13 00 49    6.08         star F3V
 3799                        20 50 41.7   -12 32 42    5.88        Star unclass
 3800                        03 59 30.0   -12 34 26    5.60         star K5III
 3801 6Alp2Cap               20 18 03.2   -12 32 41    3.57         star G8III
 3802 8    Pup               07 51 40.8   -12 49 10    6.36         star F2
 3803                        02 47 55.9   -12 27 38    6.90         star M4III
 3804 5Alp1Cap               20 17 38.8   -12 30 30    4.24         star G3I
 3805                        14 47 54.8   -12 50 23    6.35         star K0III
 3806 11    Sco              16 07 36.3   -12 44 44    5.78         star B9V
 3807 64    Eri              04 59 55.7   -12 32 15    4.79         star F0IV
 3808                        10 10 05.8   -12 48 58    5.31         star F5V
 3809                        05 07 24.9   -12 29 26    5.97         star F7V
 3810                        12 33 34.2   -12 49 49    5.58         star G8III
 3811                        07 46 44.8   -12 40 31    6.39         star A0V
 3812 1Xi 1Cap               20 11 57.8   -12 23 33    6.34         star K0III
 3813 72Rho Cet              02 25 56.9   -12 17 26    4.89         star B9V
 3814 3    Cap               20 16 22.7   -12 20 12    6.32         star B9
 3815 9    Cet               00 22 51.7   -12 12 33    6.39  W      star G2V
 3816                        08 18 23.8   -12 37 55    5.98         star G7V
 3817                        17 27 02.0   -12 30 44    6.21         star F7V
 3818 68    Vir              13 26 43.1   -12 42 28    5.25         star M0III
 3819                        08 26 41.8   -12 32 04    5.54         star K2III
 3820                        19 13 15.4   -12 16 57    5.51        Star unclass
 3821 7Nu  Lep               05 19 59.0   -12 18 55    5.30         star B7IV
 3822                        19 35 33.5   -12 15 10    6.27         star K0
 3823                        06 31 22.9   -12 23 30    5.15  W      star K3III
 3824                        07 06 35.8   -12 23 38    6.48         star O7V
 3825 6    Hya               08 40 01.4   -12 28 31    4.98         star K4III
 3826                        00 43 50.1   -12 00 42    6.02         star K2III
 3827                        10 19 16.7   -12 31 41    6.00  W      star A9V
 3828 26Pi  Eri              03 46 08.4   -12 06 06    4.42         star M2III
 3829                        03 55 16.2   -12 05 57    6.00         star A5
 3830                        04 38 53.5   -12 07 23    5.01         star A2IV
 3831                        15 23 52.1   -12 22 10    5.72        Star unclass
 3832                        23 47 15.8   -11 54 38    5.73        Star unclass
 3833                        10 38 50.3   -12 26 37    6.04         star A0V
 3834 86    Vir              13 45 56.2   -12 25 36    5.51         star G8III
 3835                        09 09 11.4   -12 21 28    5.77         star G6III
 3836 41Lam Hya              10 10 35.2   -12 21 15    3.61         star K0III
 3837                        14 36 59.7   -12 18 19    6.20         star F5V
 3838 83Eps Cet              02 39 33.7   -11 52 20    4.84  W      star F5V
 3839 16Kap Crt              11 27 09.4   -12 21 24    5.94  W      star F4III
 3840 5    Pup               07 47 56.6   -12 11 35    5.48        Star unclass
 3841                        18 23 12.1   -12 00 53    5.73         star B8IV
 3842                        23 17 39.9   -11 42 46    6.34         star A1V
 3843 14The CMa              06 54 11.3   -12 02 19    4.07         star K4III
 3844                        10 36 32.3   -12 13 49    5.70  W      star F7V
 3845                        03 41 13.7   -11 48 11    6.49  W      star F5II
 3846                        23 41 08.8   -11 40 50    5.89         star G9III
 3847                        05 27 04.7   -11 54 03    6.35        Star unclass
 3848 3Iot Lep               05 12 17.8   -11 52 09    4.45         star B8V
 3849                        11 51 21.8   -12 11 16    6.35  W      star F1III
 3850                        05 11 22.7   -11 50 57    5.68         star M6III
 3851 74    Aqr              22 53 28.6   -11 36 59    5.80  S      star B9III
 3852                        10 09 56.4   -12 05 45    6.24         star A5
 3853 38    Aqr              22 10 37.4   -11 33 53    5.46         star B7III
 3854                        05 37 08.7   -11 46 32    6.11         star A2V
 3855                        21 28 13.8   -11 34 06    6.61         star F3V
 3856                        08 42 09.7   -11 57 58    6.45         star A5
 3857                        05 54 43.5   -11 46 26    5.66         star K5III
 3858                        20 53 05.5   -11 34 24    6.38  S      star G1V
 3859 26    Hya              09 19 46.3   -11 58 30    4.79  W      star G8III
 3860                        06 21 24.6   -11 46 24    5.64         star B1V
 3861                        20 05 05.3   -11 35 57    6.34  W      star F1III
 3862                        23 28 05.1   -11 26 58    6.37         star G0V
 3863                        16 54 40.2   -11 47 33    6.57         star A2IV
 3864 17Chi Sco              16 13 50.8   -11 50 15    5.22         star K3III
 3865 13Xi 1Lib              14 54 22.8   -11 53 54    5.80         star G7III
 3866 23Phi4Cet              00 58 43.8   -11 22 48    5.61         star G7III
 3867 48Lam Cap              21 46 32.0   -11 21 56    5.58         star A1V
 3868                        01 41 44.6   -11 19 29    5.75         star F5V
 3869 13Nu  Aqr              21 09 35.6   -11 22 18    4.51         star G8III
 3870 22Phi3Cet              00 56 01.4   -11 15 59    5.31         star K4III
 3871                        06 24 10.2   -11 31 49    5.22         star K3III
 3872                        01 20 27.7   -11 14 19    6.15         star K1III
 3873                        10 37 11.5   -11 44 55    6.52         star F0V
 3874 2    Lib               14 23 25.5   -11 42 51    6.21         star G7III
 3875                        03 28 00.9   -11 17 12    5.73         star K2III
 3876                        07 27 51.6   -11 33 25    5.79         star G8I
 3877                        14 24 40.8   -11 40 11    6.49         star F4III
 3878                        12 54 18.6   -11 38 55    6.00  D      star A2V
 3879                        03 35 57.6   -11 11 37    5.57        Star unclass
 3880                        12 25 11.6   -11 36 37    5.95         star A1V
 3881 Xi  Sco                16 04 22.0   -11 22 23    5.07         star F5IV
 3882 Xi  Sco                16 04 22.0   -11 22 23    4.77         star F5IV
 3883                        07 06 40.6   -11 17 39    5.39         star B0IV
 3884                        17 34 46.3   -11 14 31    5.55  W      star B8V
 3885 15Xi 2Lib              14 56 46.0   -11 24 35    5.46         star K4III
 3886                        08 08 56.8   -11 20 23    6.32         star A0V
 3887                        06 06 51.8   -11 10 25    6.66         star B3V
 3888                        07 13 07.1   -11 15 05    5.78         star K0
 3889 58    Aqr              22 31 41.2   -10 54 19    6.38         star A8III
 3890                        01 27 46.5   -10 54 05    6.13         star K4III
 3891                        06 32 46.8   -11 09 59    6.24         star G9III
 3892                        09 19 33.6   -11 18 51    6.62         star A2V
 3893                        11 03 14.8   -11 18 13    5.50         star G7III
 3894                        18 35 02.3   -10 58 38    5.14         star G8III
 3895                        02 22 01.3   -10 46 40    5.46         star F0V
 3896                        07 50 55.1   -11 07 43    6.16         star K0
 3897                        19 49 02.1   -10 52 15    6.04         star K5III
 3898                        23 14 40.1   -10 41 18    6.12         star K5III
 3899 17    Lib              14 58 13.3   -11 09 18    6.60         star A1V
 3900                        10 16 09.0   -11 12 12    6.08         star K0
 3901 18    Lib              14 58 53.5   -11 08 39    5.87         star K3III
 3902 57Sig Aqr              22 30 38.7   -10 40 40    4.82         star A0IV
 3903 53Chi Cet              01 49 35.0   -10 41 10    4.67  W      star F3III
 3904 19Phi2Cet              00 50 07.5   -10 38 39    5.19         star F7IV
 3905 67Alp Vir              13 25 11.5   -11 09 41    0.98  W      star B1III
 3906                        17 38 09.4   -10 55 35    5.75        Star unclass
 3907 51    Aql              19 50 46.7   -10 45 48    5.39         star F0V
 3908                        04 33 21.9   -10 47 08    6.06         star K0
 3909                        17 53 03.5   -10 53 58    6.18        Star unclass
 3910                        16 57 26.0   -10 57 48    6.19         star G8III
 3911 17Phi1Cet              00 44 11.3   -10 36 34    4.76         star K0III
 3912                        18 31 25.6   -10 47 45    5.72         star B2V
 3913                        08 46 06.8   -11 00 23    6.25  W      star K5III
 3914 70    Aqr              22 48 30.1   -10 33 19    6.19         star A9III
 3915                        11 05 33.9   -11 05 20    6.09         star F0V
 3916                        21 14 16.6   -10 36 18    6.77         star B9
 3917                        21 39 28.0   -10 34 37    6.08         star K0
 3918 3    Cet               00 04 30.0   -10 30 33    4.94         star K3I
 3919 6    Mon               06 17 35.1   -10 43 31    6.75         star F0
 3920 20    Oph              16 49 49.9   -10 46 59    4.65         star F7IV
 3921 37    Aql              19 35 07.2   -10 33 36    5.12         star G9III
 3922                        17 20 52.6   -10 41 46    6.46  W      star F1III
 3923                        03 43 33.7   -10 29 08    5.60         star A5
 3924                        10 08 45.6   -10 53 05    6.53         star A2V
 3925                        03 39 25.3   -10 26 14    6.19         star G5
 3926 3    Mon               06 01 50.3   -10 35 53    4.95         star B5III
 3927 14Eps Crt              11 24 36.5   -10 51 34    4.83         star K5III
 3928                        07 05 49.6   -10 39 40    6.49         star B0V
 3929 55Zet Cet              01 51 27.5   -10 20 05    3.73  W      star K0III
 3930                        05 47 26.6   -10 31 59    6.03  S      star A4V
 3931                        21 53 35.9   -10 18 41    6.59  W      star B9V
 3932                        09 40 20.0   -10 46 09    6.37         star A2V
 3933                        07 15 43.0   -10 35 02    5.95         star K0
 3934 49    Vir              13 07 53.7   -10 44 25    5.19         star K2III
 3935 13Zet Oph              16 37 09.4   -10 34 02    2.56         star O9V
 3936                        17 09 47.9   -10 31 24    5.56         star F5IV
 3937 31Eta Cet              01 08 35.3   -10 10 56    3.45  W      star K1III
 3938                        05 40 45.9   -10 24 33    6.52         star B9III
 3939 39    Eri              04 14 23.6   -10 15 23    4.87         star K3III
 3940                        05 25 01.5   -10 19 44    5.61         star K5III
 3941 37    Hya              09 39 47.3   -10 34 13    6.31         star A0V
 3942 63    Eri              04 59 50.3   -10 15 48    5.38         star G4V
 3943                        09 31 38.8   -10 33 08    6.14         star F0V
 3944                        10 36 17.3   -10 35 00    6.57         star F0V
 3945                        02 11 22.1   -10 03 07    6.01         star F5V
 3946                        07 09 20.2   -10 20 50    6.21         star O6V
 3947                        23 50 14.6   -09 58 26    5.94         star K0IV
 3948 27    Cet              01 05 36.7   -09 58 44    6.12         star K0III
 3949                        18 23 02.1   -10 13 07    6.33         star B9V
 3950                        06 05 26.9   -10 14 34    5.87        Star unclass
 3951                        07 14 28.1   -10 19 00    6.03         star B0III
 3952                        07 29 22.0   -10 19 36    5.75         star K5III
 3953                        20 08 31.2   -10 03 45    6.18         star B9III
 3954                        18 46 43.2   -10 07 29    5.71         star F2I
 3955                        12 00 44.4   -10 26 46    5.55         star G8IV
 3956                        03 01 56.0   -09 57 40    5.83        Star unclass
 3957                        09 31 55.7   -10 22 14    6.13         star K0
 3958 31Eps Lib              15 24 11.8   -10 19 20    4.94         star F5IV
 3959 28    Cet              01 06 05.0   -09 50 22    5.58         star A1V
 3960 96    Vir              14 09 00.5   -10 20 04    6.47  D      star G8III
 3961                        19 59 47.3   -09 57 30    5.88  W      star F8V
 3962                        12 51 22.8   -10 20 18    6.41         star G8III
 3963 50    Vir              13 09 45.2   -10 19 46    5.94         star K5III
 3964                        06 46 38.9   -10 06 26    5.66         star B9V
 3965 30    Cet              01 07 46.1   -09 47 07    5.82         star F7IV
 3966                        07 03 57.2   -10 07 27    6.45         star B9III
 3967                        06 30 11.2   -10 04 53    5.93         star K0
 3968 98Kap Vir              14 12 53.7   -10 16 25    4.19         star K2III
 3969                        11 48 23.4   -10 18 48    6.26  W      star F7V
 3970                        03 34 37.3   -09 52 07    6.25         star A2V
 3971                        12 15 10.5   -10 18 45    6.11  W      star F5V
 3972                        20 32 23.6   -09 51 11    5.65         star G2IV
 3973                        08 19 15.0   -10 09 57    6.32         star F3III
 3974                        02 58 47.3   -09 46 34    6.14         star A2
 3975 19    Aqr              21 25 13.0   -09 44 55    5.70         star F0IV
 3976 15Psi Sco              16 11 59.9   -10 03 51    4.94         star A3IV
 3977 23Del Eri              03 43 14.8   -09 45 48    3.54         star K0IV
 3978 76    Vir              13 32 58.0   -10 09 54    5.21         star K0III
 3979 37    Lib              15 34 10.6   -10 03 52    4.62         star K1III
 3980                        03 56 37.8   -09 45 02    6.19         star F1V
 3981 7    Aqr               20 56 53.9   -09 41 50    5.51        Star unclass
 3982 95Psi3Aqr              23 18 57.6   -09 36 39    4.98         star A0V
 3983                        07 14 15.4   -09 56 51    5.90         star K3III
 3984                        00 14 54.4   -09 34 10    5.75         star B9V
 3985                        06 23 35.9   -09 52 28    6.19         star K5
 3986                        04 35 13.9   -09 44 12    6.37         star A1
 3987                        18 50 58.4   -09 46 27    5.83         star F2I
 3988                        20 23 00.7   -09 39 17    6.30         star G5III
 3989                        18 17 24.1   -09 45 31    6.31         star A8V
 3990 64Nu  Oph              17 59 01.5   -09 46 25    3.34         star K0III
 3991                        05 39 30.7   -09 42 24    6.50         star B7V
 3992                        02 15 28.2   -09 27 55    6.55         star A0V
 3993 53Kap Ori              05 47 45.3   -09 40 11    2.06         star B0I
 3994 2Eps Aqr               20 47 40.5   -09 29 44    3.77         star A1V
 3995                        02 40 12.2   -09 27 10    5.78         star F6V
 3996                        01 37 37.6   -09 24 13    6.24  W      star F7V
 3997                        02 52 50.4   -09 26 27    6.32         star A7IV
 3998                        18 53 01.8   -09 34 34    6.34  S      star A7V
 3999 18Eps Eri              03 32 55.7   -09 27 30    3.73  A      star K2V
 4000                        09 22 50.8   -09 50 20    6.53         star A5
 4001                        10 49 43.4   -09 51 10    5.86        Star unclass
 4002                        08 28 50.8   -09 44 54    6.00         star F2III
 4003 2    Mon               05 59 04.2   -09 33 29    5.03         star A6III
 4004                        21 10 46.8   -09 21 14    6.27         star K0III
 4005                        23 29 00.5   -09 15 57    6.18         star K0
 4006 17    Aqr              21 22 56.2   -09 19 09    5.99         star M0III
 4007 21The Crt              11 36 40.8   -09 48 08    4.70         star B9V
 4008 47    Cap              21 46 16.2   -09 16 33    6.00         star M3III
 4009                        13 47 13.4   -09 42 33    6.05  W      star K5III
 4010                        16 39 39.0   -09 33 16    6.35         star F3V
 4011 93Psi2Aqr              23 17 54.1   -09 10 56    4.39  D      star B5V
 4012 26Alp Mon              07 41 14.7   -09 33 04    3.93         star K0III
 4013 1    Mon               05 59 00.9   -09 22 56    6.12         star F2IV
 4014                        06 18 50.5   -09 23 25    5.36         star K1III
 4015 91Psi1Aqr              23 15 53.4   -09 05 15    4.21         star K0III
 4016 27    Hya              09 20 28.9   -09 33 21    4.80         star G8III
 4017 14    Eri              03 16 35.6   -09 09 16    6.14         star F1V
 4018                        10 03 40.9   -09 34 26    6.12         star K0
 4019 46    Cap              21 45 00.2   -09 04 57    5.09         star G8II
 4020                        22 16 52.5   -09 02 24    5.79        Star unclass
