ugriz~J075939.7-595017 119.91566666666668 -59.83819444444444 15.659 0.007 14.469 0.002 14.059 0.004 13.916 0.002 13.852 0.004
ugriz~J080033.4-595152 120.13949999999998 -59.86469444444444 16.074 0.012 14.662 0.004 14.136 0.003 13.916 0.004 13.834 0.005
ugriz~J080032.0-594927 120.13362500000002 -59.82419444444444 16.112 0.011 14.683 0.002 14.160 0.003 13.927 0.003 13.828 0.004
ugriz~J080007.2-595748 120.03004166666668 -59.963388888888886 17.807 0.168 15.493 0.007 14.268 0.003 13.749 0.002 13.487 0.003
ugriz~J075929.2-595250 119.87166666666667 -59.88069444444444 16.680 0.014 14.934 0.004 14.291 0.002 14.081 0.002 13.969 0.003
ugriz~J080037.1-595254 120.15491666666668 -59.88188888888889 15.996 0.027 14.744 0.008 14.303 0.009 14.112 0.005 14.066 0.009
ugriz~J080015.9-600025 120.06654166666668 -60.007194444444444 17.184 0.101 15.185 0.009 14.318 0.006 13.956 0.004 13.757 0.003
ugriz~J080015.9-600020 120.06637500000001 -60.005583333333334 17.128 0.232 15.245 0.010 14.373 0.006 14.036 0.003 13.864 0.005
ugriz~J075930.0-595251 119.87533333333334 -59.8808888888889 16.796 0.010 15.059 0.007 14.408 0.004 14.199 0.009 14.113 0.007
ugriz~J075944.5-594918 119.93554166666668 -59.82177777777779 15.969 0.010 14.798 0.004 14.409 0.002 14.258 0.003 14.197 0.003
ugriz~J075921.9-595400 119.84141666666667 -59.900194444444445 16.724 0.026 15.059 0.004 14.412 0.002 14.184 0.002 14.066 0.003
ugriz~J075956.7-595257 119.98633333333335 -59.882694444444446 16.533 0.017 15.055 0.005 14.508 0.002 14.334 0.002 14.243 0.004
ugriz~J080025.4-595956 120.10587500000001 -59.998999999999995 17.229 0.026 15.350 0.009 14.511 0.004 14.130 0.004 13.912 0.005
ugriz~J075929.8-594909 119.87441666666666 -59.81919444444445 16.174 0.010 14.953 0.004 14.572 0.003 14.420 0.003 14.369 0.006
